,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,neighbourhood_group_Bronx,neighbourhood_group_Brooklyn,neighbourhood_group_Manhattan,neighbourhood_group_Queens,neighbourhood_group_Staten Island,room_type_Entire home/apt,room_type_Private room,room_type_Shared room,coded_geo,price
6733,5,0,0.0,1,0,0,0,1,0,0,0,1,0,116.0,55
6734,2,0,0.0,1,66,0,1,0,0,0,0,1,0,261.0,63
6735,2,0,0.0,1,5,0,0,1,0,0,1,0,0,98.33333333333333,165
6736,2,9,3.42,327,272,0,0,1,0,0,1,0,0,280.0,247
6737,3,11,0.94,2,0,0,1,0,0,0,0,1,0,130.72727272727272,70
6738,2,15,3.52,327,273,0,0,1,0,0,1,0,0,232.5,377
6739,30,2,0.04,52,365,0,0,1,0,0,1,0,0,44.25,130
6740,3,55,0.67,3,289,0,0,0,1,0,1,0,0,237.5,120
6741,5,2,0.21,1,0,0,1,0,0,0,1,0,0,290.8,91
6742,1,6,2.2,1,35,0,0,0,1,0,1,0,0,80.0,95
6743,5,47,1.69,1,0,0,0,1,0,0,1,0,0,77.33333333333333,150
6744,5,3,0.04,1,15,0,1,0,0,0,1,0,0,141.07947981342477,110
6745,2,27,1.08,2,104,0,1,0,0,0,0,1,0,149.25,60
6746,2,19,1.03,4,363,0,1,0,0,0,1,0,0,136.2,349
6747,5,1,0.09,1,0,0,0,1,0,0,1,0,0,141.07947981342477,199
6748,5,4,0.53,1,0,0,0,0,1,0,0,1,0,117.0,69
6749,3,3,2.43,1,345,0,1,0,0,0,1,0,0,118.75,150
6750,1,1,1.0,1,1,0,1,0,0,0,0,1,0,279.7142857142857,30
6751,10,8,0.17,1,0,0,1,0,0,0,1,0,0,250.0,175
6752,20,0,0.0,1,0,0,1,0,0,0,1,0,0,78.75,72
6753,3,6,0.16,2,0,0,1,0,0,0,0,1,0,111.16666666666667,80
6754,3,26,2.43,1,3,0,1,0,0,0,1,0,0,172.5,90
6755,7,0,0.0,1,0,0,1,0,0,0,1,0,0,85.0,65
6756,2,130,4.8,1,267,0,0,1,0,0,1,0,0,141.07947981342477,177
6757,5,2,0.08,1,0,0,1,0,0,0,0,1,0,210.6,40
6758,2,28,3.05,5,205,0,0,0,1,0,0,1,0,72.0,78
6759,2,6,0.25,1,0,0,1,0,0,0,1,0,0,200.41935483870967,400
6760,3,0,0.0,1,0,0,0,1,0,0,1,0,0,84.28571428571429,300
6761,4,1,1.0,1,10,0,1,0,0,0,1,0,0,109.75,120
6762,3,2,0.06,1,0,0,0,1,0,0,1,0,0,169.25,100
6763,4,15,0.77,1,19,0,0,1,0,0,1,0,0,133.77777777777777,110
6764,1,135,2.14,4,309,0,0,0,1,0,0,1,0,103.53846153846153,60
6765,2,11,0.94,1,0,0,1,0,0,0,1,0,0,59.57142857142857,125
6766,4,38,0.74,1,222,0,0,1,0,0,1,0,0,98.55555555555556,244
6767,1,39,1.25,1,62,0,1,0,0,0,1,0,0,192.07692307692307,195
6768,2,18,0.52,1,189,0,1,0,0,0,0,1,0,169.80769230769232,80
6769,1,0,0.0,1,0,0,0,1,0,0,0,0,1,181.0,199
6770,4,5,0.19,2,0,0,0,1,0,0,1,0,0,182.5,130
6771,2,96,2.07,1,41,0,1,0,0,0,0,1,0,141.07947981342477,59
6772,2,23,2.24,2,16,0,0,1,0,0,1,0,0,227.05882352941177,85
6773,7,7,0.66,47,329,0,0,1,0,0,0,1,0,124.5,80
6774,1,50,2.07,1,43,0,1,0,0,0,0,1,0,92.8,90
6775,5,0,0.0,2,363,0,0,1,0,0,0,0,1,247.66666666666666,80
6776,2,0,0.0,1,0,0,1,0,0,0,0,1,0,101.0,49
6777,2,0,0.0,1,0,0,0,1,0,0,1,0,0,161.66666666666666,155
6778,2,2,0.42,2,0,0,1,0,0,0,1,0,0,170.0,120
6779,2,2,0.08,2,0,0,0,1,0,0,0,1,0,217.0952380952381,80
6780,7,0,0.0,1,365,0,1,0,0,0,0,1,0,113.86666666666666,60
6781,3,37,2.73,2,124,0,1,0,0,0,1,0,0,141.07947981342477,79
6782,7,0,0.0,1,199,0,0,1,0,0,1,0,0,94.375,290
6783,7,37,1.92,4,29,0,1,0,0,0,0,1,0,134.33333333333334,38
6784,4,37,0.47,1,343,0,1,0,0,0,1,0,0,214.76470588235293,165
6785,7,8,0.18,1,302,0,0,1,0,0,1,0,0,84.66666666666667,285
6786,2,68,4.02,1,54,0,0,0,1,0,1,0,0,125.0,109
6787,30,45,1.27,1,310,0,1,0,0,0,1,0,0,70.25,200
6788,1,14,0.8,1,63,0,0,1,0,0,0,1,0,102.125,50
6789,4,0,0.0,1,95,0,0,1,0,0,1,0,0,100.0,299
6790,2,0,0.0,1,2,0,0,1,0,0,1,0,0,162.5,800
6791,7,37,0.65,1,97,0,0,1,0,0,1,0,0,117.0,145
6792,1,0,0.0,2,270,0,0,1,0,0,1,0,0,187.0,175
6793,1,8,0.93,1,197,0,0,1,0,0,0,1,0,80.33333333333333,135
6794,3,85,1.59,1,158,0,0,1,0,0,1,0,0,97.63636363636364,249
6795,2,0,0.0,1,0,0,1,0,0,0,0,1,0,60.75,200
6796,5,0,0.0,1,0,0,1,0,0,0,1,0,0,141.07947981342477,300
6797,3,0,0.0,1,179,0,0,0,1,0,0,1,0,155.75,100
6798,1,5,0.12,1,0,0,0,1,0,0,0,1,0,113.0,100
6799,30,0,0.0,121,365,0,0,1,0,0,1,0,0,189.63636363636363,219
6800,28,12,0.22,1,0,0,1,0,0,0,1,0,0,240.66666666666666,120
6801,1,5,0.88,1,85,0,1,0,0,0,1,0,0,43.5,110
6802,1,0,0.0,1,72,0,0,0,1,0,0,0,1,216.04166666666666,35
6803,3,97,4.4,1,60,0,0,1,0,0,1,0,0,78.25,200
6804,1,94,5.18,1,187,0,0,1,0,0,1,0,0,141.07947981342477,190
6805,30,1,0.05,16,329,0,0,1,0,0,1,0,0,156.0,79
6806,1,40,3.09,10,247,0,0,1,0,0,0,1,0,113.5,209
6807,1,10,3.13,3,89,0,0,0,1,0,0,1,0,135.91666666666666,75
6808,3,73,1.19,1,359,0,1,0,0,0,0,1,0,153.16666666666666,89
6809,5,9,0.25,1,0,0,1,0,0,0,1,0,0,284.2,89
6810,1,117,4.2,4,155,0,0,1,0,0,0,1,0,184.0,129
6811,1,3,0.11,2,0,0,1,0,0,0,0,1,0,154.85714285714286,60
6812,1,51,5.1,3,358,0,0,0,1,0,0,1,0,81.0,50
6813,14,8,0.23,2,146,0,0,1,0,0,0,1,0,139.44444444444446,90
6814,1,67,3.07,2,72,0,0,1,0,0,0,1,0,206.71428571428572,30
6815,2,16,0.44,1,0,0,1,0,0,0,0,1,0,69.71428571428571,90
6816,3,1,0.03,1,0,0,1,0,0,0,1,0,0,140.07142857142858,125
6817,2,22,1.04,1,7,0,0,1,0,0,1,0,0,72.9090909090909,155
6818,5,4,4.0,1,135,0,0,1,0,0,1,0,0,199.74193548387098,599
6819,2,90,2.31,1,87,0,1,0,0,0,1,0,0,99.4,172
6820,4,5,0.1,1,0,0,0,1,0,0,1,0,0,141.07947981342477,175
6821,4,82,2.29,5,228,0,0,1,0,0,1,0,0,143.9090909090909,99
6822,1,4,0.22,1,0,0,0,1,0,0,0,1,0,436.6666666666667,210
6823,2,3,0.06,3,70,0,0,1,0,0,1,0,0,85.0,180
6824,3,2,0.04,1,0,0,1,0,0,0,0,1,0,322.6666666666667,56
6825,1,0,0.0,1,0,0,0,1,0,0,0,1,0,231.66666666666666,110
6826,1,1,0.17,1,0,0,1,0,0,0,1,0,0,178.57142857142858,80
6827,2,95,4.09,8,327,0,0,0,1,0,0,1,0,84.38461538461539,62
6828,3,9,0.28,2,7,0,0,0,1,0,0,1,0,169.14285714285714,75
6829,30,0,0.0,1,36,0,0,1,0,0,1,0,0,146.8,230
6830,1,6,6.0,1,362,1,0,0,0,0,1,0,0,224.875,85
6831,2,1,0.17,1,0,0,1,0,0,0,0,1,0,67.22222222222223,30
6832,3,10,0.21,1,0,0,0,1,0,0,1,0,0,120.8,84
6833,6,2,0.06,2,0,0,1,0,0,0,0,1,0,155.0,60
6834,2,2,0.15,1,0,0,0,1,0,0,0,1,0,231.66666666666666,75
6835,30,0,0.0,1,333,0,0,1,0,0,1,0,0,193.8,180
6836,2,0,0.0,1,365,0,1,0,0,0,1,0,0,317.6818181818182,275
6837,30,0,0.0,2,58,0,0,1,0,0,1,0,0,70.0,185
6838,1,15,0.43,1,179,0,1,0,0,0,0,1,0,141.07947981342477,89
6839,1,121,2.03,2,171,0,1,0,0,0,1,0,0,111.66666666666667,175
6840,2,24,3.43,1,120,0,0,1,0,0,1,0,0,168.3,119
6841,30,6,0.48,4,210,0,0,1,0,0,0,1,0,96.0,55
6842,1,0,0.0,1,0,0,0,1,0,0,1,0,0,328.0769230769231,85
6843,5,37,0.45,1,310,0,1,0,0,0,1,0,0,138.66666666666666,120
6844,2,1,0.1,2,0,0,1,0,0,0,0,1,0,141.07947981342477,48
6845,4,152,3.08,1,142,0,1,0,0,0,1,0,0,64.25,80
6846,1,0,0.0,1,0,0,1,0,0,0,0,1,0,125.0,50
6847,7,1,0.06,1,0,0,1,0,0,0,1,0,0,109.85714285714286,96
6848,1,0,0.0,1,89,0,0,1,0,0,0,1,0,118.5,127
6849,6,18,0.69,1,0,0,1,0,0,0,1,0,0,116.33333333333333,100
6850,10,1,0.16,1,0,0,1,0,0,0,1,0,0,130.0,150
6851,1,10,0.76,2,62,0,0,1,0,0,0,1,0,155.0,111
6852,3,46,4.19,2,126,0,1,0,0,0,0,1,0,130.72727272727272,58
6853,2,3,2.73,1,10,0,1,0,0,0,1,0,0,149.0,250
6854,1,4,0.08,1,0,0,0,1,0,0,1,0,0,81.8,175
6855,4,3,0.16,1,0,0,0,1,0,0,1,0,0,100.5,249
6856,5,80,2.26,2,0,0,0,1,0,0,0,1,0,69.5,69
6857,45,0,0.0,1,92,0,1,0,0,0,0,1,0,228.5,75
6858,2,7,5.38,1,1,0,0,1,0,0,0,1,0,109.66666666666667,78
6859,3,5,0.18,1,0,0,1,0,0,0,0,1,0,67.75,45
6860,1,7,0.36,1,0,0,1,0,0,0,0,1,0,73.35714285714286,60
6861,4,45,1.32,1,351,0,0,0,1,0,1,0,0,176.4,180
6862,30,1,0.09,6,240,0,0,1,0,0,1,0,0,62.111111111111114,225
6863,4,27,0.36,1,0,0,0,1,0,0,1,0,0,136.35294117647058,179
6864,1,0,0.0,1,0,0,0,1,0,0,0,1,0,45.0,84
6865,2,42,0.87,1,0,0,1,0,0,0,0,1,0,227.5,60
6866,1,0,0.0,8,0,0,0,1,0,0,0,1,0,288.4,84
6867,5,0,0.0,1,0,0,1,0,0,0,1,0,0,254.75,200
6868,1,8,1.67,4,0,0,1,0,0,0,0,1,0,141.07947981342477,40
6869,4,0,0.0,1,101,0,0,1,0,0,0,1,0,192.4,109
6870,1,0,0.0,1,0,0,0,1,0,0,1,0,0,127.25,300
6871,1,1,0.91,1,6,0,0,1,0,0,1,0,0,357.0,230
6872,2,1,0.18,1,0,0,0,0,1,0,0,1,0,82.23076923076923,70
6873,7,3,0.1,1,0,0,0,1,0,0,0,1,0,46.666666666666664,88
6874,2,15,1.66,1,0,0,1,0,0,0,1,0,0,80.75,120
6875,2,0,0.0,2,0,0,1,0,0,0,0,1,0,122.25,58
6876,2,2,1.3,1,273,0,0,1,0,0,1,0,0,80.57142857142857,577
6877,14,65,0.73,1,155,0,0,1,0,0,1,0,0,101.75,199
6878,1,2,0.16,1,0,0,0,0,1,0,1,0,0,141.07947981342477,156
6879,3,43,1.08,1,14,0,0,1,0,0,1,0,0,128.21052631578948,200
6880,1,49,0.99,2,0,0,0,0,1,0,1,0,0,97.5,99
6881,1,2,0.05,1,0,0,1,0,0,0,1,0,0,128.8,50
6882,3,7,0.9,1,110,0,0,1,0,0,1,0,0,88.0,175
6883,3,2,0.78,3,107,0,0,0,1,0,1,0,0,58.625,150
6884,9,0,0.0,1,0,0,1,0,0,0,1,0,0,238.5,55
6885,3,2,0.16,1,0,0,1,0,0,0,0,1,0,192.6,55
6886,1,0,0.0,1,0,0,1,0,0,0,0,1,0,113.0,60
6887,1,0,0.0,1,0,0,0,1,0,0,0,1,0,165.48,110
6888,2,2,0.09,1,0,0,0,1,0,0,0,1,0,69.71428571428571,188
6889,2,7,0.8,1,0,0,0,1,0,0,0,1,0,103.33333333333333,98
6890,4,6,0.17,1,27,0,0,1,0,0,1,0,0,154.72727272727272,100
6891,2,42,0.86,2,35,0,0,1,0,0,1,0,0,141.07947981342477,888
6892,10,0,0.0,2,4,0,0,1,0,0,1,0,0,159.9,150
6893,2,38,3.28,2,102,0,1,0,0,0,1,0,0,141.07947981342477,148
6894,2,0,0.0,2,89,0,1,0,0,0,0,1,0,152.0,100
6895,30,3,0.12,52,365,0,0,1,0,0,1,0,0,131.16666666666666,100
6896,4,4,0.11,1,0,0,0,1,0,0,1,0,0,130.0909090909091,100
6897,4,4,0.08,1,0,0,1,0,0,0,0,1,0,141.93333333333334,85
6898,1,14,0.49,1,0,0,1,0,0,0,0,1,0,122.5,65
6899,1,0,0.0,1,0,0,0,1,0,0,1,0,0,116.23076923076923,130
6900,7,2,0.05,1,0,0,0,1,0,0,0,1,0,103.875,54
6901,1,170,2.92,1,255,0,0,1,0,0,0,1,0,100.71428571428571,90
6902,1,36,2.07,1,26,0,1,0,0,0,0,1,0,288.0344827586207,55
6903,3,19,1.03,1,363,0,1,0,0,0,1,0,0,205.92307692307693,185
6904,4,0,0.0,1,0,0,0,1,0,0,0,1,0,604.5,95
6905,30,1,0.24,1,365,0,1,0,0,0,1,0,0,168.75,166
6906,1,0,0.0,1,9,0,1,0,0,0,1,0,0,130.11111111111111,150
6907,1,0,0.0,30,365,0,0,1,0,0,0,1,0,85.0,299
6908,2,18,0.42,1,29,0,0,1,0,0,1,0,0,109.0,180
6909,1,1,0.67,8,73,1,0,0,0,0,0,0,1,311.0,28
6910,2,17,2.08,1,0,0,0,1,0,0,1,0,0,77.16666666666667,175
6911,4,2,0.09,1,0,0,0,1,0,0,0,1,0,83.16666666666667,80
6912,3,10,0.14,2,95,0,1,0,0,0,0,1,0,141.44444444444446,78
6913,30,0,0.0,23,136,0,0,0,1,0,0,1,0,219.0,34
6914,4,41,1.31,1,98,0,0,1,0,0,0,1,0,124.0,60
6915,2,58,0.94,3,69,0,1,0,0,0,0,1,0,113.84615384615384,103
6916,1,0,0.0,1,0,0,0,1,0,0,1,0,0,144.33333333333334,199
6917,2,0,0.0,1,0,0,1,0,0,0,0,1,0,105.28571428571429,55
6918,30,2,0.06,87,364,0,0,1,0,0,1,0,0,141.07947981342477,199
6919,1,91,5.11,2,304,0,0,1,0,0,0,1,0,172.5,109
6920,1,24,1.67,1,6,0,0,0,1,0,0,1,0,83.33333333333333,30
6921,1,0,0.0,1,0,0,0,1,0,0,1,0,0,59.5,150
6922,3,1,1.0,1,56,0,0,1,0,0,1,0,0,182.33333333333334,140
6923,3,12,0.89,1,0,0,1,0,0,0,0,1,0,107.66666666666667,65
6924,1,8,0.4,1,0,0,0,1,0,0,0,1,0,141.07947981342477,50
6925,1,3,0.63,1,151,0,0,1,0,0,0,1,0,133.33333333333334,180
6926,3,82,2.42,1,0,0,0,1,0,0,1,0,0,141.07947981342477,153
6927,3,6,0.14,1,0,0,0,1,0,0,1,0,0,57.5,124
6928,1,16,6.0,5,56,0,0,1,0,0,1,0,0,119.4,165
6929,2,8,2.11,327,339,0,0,1,0,0,1,0,0,305.0,425
6930,1,7,0.42,1,0,0,0,1,0,0,1,0,0,88.54545454545455,118
6931,30,0,0.0,43,346,0,1,0,0,0,0,1,0,128.66666666666666,53
6932,1,143,4.82,5,221,0,0,1,0,0,0,1,0,167.5,164
6933,2,18,0.9,1,44,0,1,0,0,0,1,0,0,94.75,66
6934,1,33,6.92,4,0,0,1,0,0,0,0,1,0,71.86666666666666,70
6935,1,1,0.04,1,0,0,0,1,0,0,0,1,0,155.57142857142858,65
6936,3,0,0.0,1,0,0,1,0,0,0,1,0,0,141.07947981342477,199
6937,1,25,1.35,8,177,0,1,0,0,0,0,1,0,128.16666666666666,60
6938,2,0,0.0,1,0,0,1,0,0,0,0,1,0,141.07947981342477,55
6939,1,4,4.0,1,262,0,0,1,0,0,1,0,0,221.64705882352942,180
6940,2,12,0.36,1,124,0,0,1,0,0,0,1,0,141.07947981342477,119
6941,3,0,0.0,1,0,0,0,1,0,0,1,0,0,141.07947981342477,127
6942,3,10,0.16,1,42,0,0,1,0,0,0,1,0,206.71428571428572,150
6943,1,1,0.02,1,0,0,1,0,0,0,1,0,0,156.32258064516128,125
6944,3,1,0.02,1,0,0,1,0,0,0,1,0,0,159.8095238095238,95
6945,15,0,0.0,1,0,0,1,0,0,0,0,1,0,375.4,35
6946,1,48,6.7,1,4,0,0,1,0,0,0,1,0,142.33333333333334,65
6947,3,3,3.0,1,301,0,0,1,0,0,1,0,0,86.0,100
6948,2,1,0.11,2,3,0,1,0,0,0,1,0,0,60.38461538461539,105
6949,5,26,0.43,1,14,0,0,1,0,0,1,0,0,176.3913043478261,251
6950,1,10,4.92,2,352,1,0,0,0,0,0,1,0,74.0,45
6951,3,2,0.92,1,0,0,1,0,0,0,1,0,0,136.33333333333334,150
6952,3,38,1.21,1,14,0,0,1,0,0,0,1,0,136.2,100
6953,4,2,1.87,5,16,0,0,1,0,0,0,1,0,217.0952380952381,79
6954,1,1,0.12,5,174,0,1,0,0,0,1,0,0,170.44444444444446,330
6955,2,0,0.0,1,0,0,1,0,0,0,1,0,0,392.0,350
6956,1,0,0.0,33,364,0,0,1,0,0,1,0,0,130.83333333333334,225
6957,1,12,0.6,1,8,0,0,1,0,0,1,0,0,141.07947981342477,200
6958,2,68,4.54,2,337,0,1,0,0,0,0,1,0,131.83333333333334,91
6959,3,49,4.06,1,293,0,0,0,1,0,1,0,0,185.30232558139534,65
6960,1,2,0.04,1,0,0,0,0,1,0,0,1,0,141.93333333333334,60
6961,1,8,6.32,8,305,0,0,0,1,0,1,0,0,106.75,48
6962,2,5,0.79,2,160,0,1,0,0,0,0,1,0,113.0,55
6963,7,0,0.0,1,14,0,0,1,0,0,1,0,0,141.07947981342477,600
6964,1,16,0.28,1,0,0,0,1,0,0,1,0,0,371.25,140
6965,2,4,0.13,1,0,0,0,1,0,0,1,0,0,141.07947981342477,130
6966,6,1,0.1,1,287,0,1,0,0,0,0,1,0,205.45454545454547,70
6967,1,0,0.0,13,312,0,0,1,0,0,0,1,0,228.33333333333334,100
6968,1,17,0.4,6,174,0,1,0,0,0,0,1,0,118.25,79
6969,2,11,0.32,1,0,0,1,0,0,0,0,1,0,141.07947981342477,48
6970,5,18,2.18,1,106,0,1,0,0,0,1,0,0,171.1818181818182,180
6971,2,3,3.0,3,174,0,1,0,0,0,0,1,0,141.07947981342477,55
6972,3,32,2.73,1,77,0,0,0,1,0,1,0,0,129.63636363636363,71
6973,4,14,0.58,1,16,0,0,1,0,0,1,0,0,158.0,250
6974,35,7,0.14,1,304,0,0,1,0,0,1,0,0,66.5,150
6975,5,0,0.0,1,290,0,0,0,0,1,1,0,0,192.8,61
6976,2,201,2.85,2,106,0,1,0,0,0,1,0,0,69.66666666666667,99
6977,1,9,4.82,6,362,0,0,0,1,0,0,1,0,231.46153846153845,59
6978,1,2,2.0,1,364,1,0,0,0,0,0,1,0,76.4,65
6979,2,31,0.67,1,0,0,1,0,0,0,1,0,0,113.0,125
6980,1,0,0.0,4,3,0,0,1,0,0,1,0,0,136.0,315
6981,3,6,0.46,1,1,0,1,0,0,0,1,0,0,84.16666666666667,113
6982,3,50,1.42,1,268,0,0,1,0,0,1,0,0,61.666666666666664,200
6983,15,0,0.0,2,32,0,0,1,0,0,0,1,0,136.0,37
6984,1,21,4.34,2,271,0,0,1,0,0,1,0,0,60.666666666666664,250
6985,7,0,0.0,1,42,0,0,1,0,0,0,0,1,194.88888888888889,40
6986,2,21,3.25,2,0,0,0,0,1,0,0,1,0,89.83333333333333,48
6987,2,1,0.05,1,0,0,1,0,0,0,1,0,0,76.4,160
6988,2,5,0.2,1,0,0,0,1,0,0,1,0,0,90.53846153846153,260
6989,2,3,0.33,1,0,0,0,0,1,0,0,1,0,48.333333333333336,69
6990,1,0,0.0,1,0,0,1,0,0,0,0,1,0,92.8,75
6991,3,0,0.0,1,0,0,1,0,0,0,0,1,0,65.5,60
6992,3,11,0.26,1,0,0,1,0,0,0,0,1,0,122.83333333333333,46
6993,2,0,0.0,1,0,0,0,1,0,0,0,1,0,106.25,84
6994,3,41,2.07,1,0,0,1,0,0,0,1,0,0,58.625,100
6995,3,0,0.0,1,88,0,0,1,0,0,1,0,0,84.88888888888889,300
6996,5,0,0.0,1,0,0,0,0,1,0,0,1,0,80.0,40
6997,3,24,0.72,1,2,0,1,0,0,0,1,0,0,81.42857142857143,100
6998,2,0,0.0,1,40,0,0,1,0,0,1,0,0,141.07947981342477,150
6999,3,74,2.42,4,84,1,0,0,0,0,0,1,0,140.8,55
7000,2,2,0.11,1,0,0,0,1,0,0,1,0,0,116.66666666666667,275
7001,1,25,0.43,1,78,0,1,0,0,0,0,1,0,193.72727272727272,89
7002,30,0,0.0,1,262,0,0,1,0,0,0,1,0,69.6,100
7003,3,8,0.24,2,0,0,0,1,0,0,0,1,0,136.5,250
7004,5,0,0.0,1,0,0,0,1,0,0,1,0,0,190.0,200
7005,1,0,0.0,1,0,0,1,0,0,0,0,1,0,180.33333333333334,50
7006,2,11,1.15,1,5,0,1,0,0,0,0,1,0,95.0,80
7007,2,180,4.13,1,253,0,0,1,0,0,1,0,0,146.5,289
7008,7,2,0.11,1,0,0,1,0,0,0,0,1,0,141.07947981342477,70
7009,4,4,0.29,1,128,0,1,0,0,0,0,1,0,84.42857142857143,89
7010,4,2,2.0,2,42,0,0,1,0,0,0,1,0,169.31578947368422,140
7011,30,0,0.0,65,365,0,0,1,0,0,1,0,0,141.07947981342477,300
7012,1,4,0.11,1,0,0,0,1,0,0,0,1,0,153.33333333333334,92
7013,2,5,0.38,26,309,0,1,0,0,0,0,1,0,171.3,36
7014,2,3,0.79,3,324,0,0,1,0,0,0,0,1,150.0,44
7015,3,0,0.0,1,0,0,1,0,0,0,0,1,0,400.0,59
7016,3,1,0.17,1,0,0,0,1,0,0,1,0,0,141.07947981342477,125
7017,3,47,1.01,1,262,0,0,1,0,0,1,0,0,78.75,205
7018,2,30,1.31,5,0,0,1,0,0,0,0,1,0,167.5,45
7019,1,141,5.44,2,76,0,0,1,0,0,0,1,0,139.41666666666666,130
7020,2,20,0.9,1,0,0,1,0,0,0,1,0,0,132.0,75
7021,1,7,0.18,1,0,0,0,1,0,0,1,0,0,85.0,100
7022,3,11,0.24,1,0,0,0,1,0,0,1,0,0,187.0,174
7023,1,77,4.67,5,187,0,1,0,0,0,0,1,0,129.66666666666666,35
7024,2,49,3.79,1,2,0,0,1,0,0,1,0,0,91.0,125
7025,2,12,0.41,1,0,0,0,1,0,0,1,0,0,213.8,195
7026,3,12,1.34,1,0,0,1,0,0,0,0,1,0,189.92857142857142,105
7027,3,60,1.0,5,169,0,0,1,0,0,0,1,0,141.07947981342477,74
7028,2,0,0.0,1,188,0,0,0,1,0,0,1,0,146.16666666666666,70
7029,4,13,2.29,7,299,0,0,1,0,0,0,1,0,163.0,55
7030,3,2,0.05,1,1,0,0,1,0,0,1,0,0,185.30232558139534,150
7031,2,0,0.0,1,74,0,1,0,0,0,1,0,0,136.0,150
7032,2,86,1.9,7,316,0,1,0,0,0,0,1,0,67.5,110
7033,6,10,0.13,1,0,0,1,0,0,0,1,0,0,164.5,100
7034,1,10,0.3,1,0,0,1,0,0,0,0,1,0,129.125,50
7035,5,9,0.49,1,0,0,0,0,1,0,1,0,0,189.23076923076923,113
7036,30,0,0.0,87,357,0,0,1,0,0,1,0,0,188.6153846153846,205
7037,2,147,4.07,2,114,0,0,1,0,0,1,0,0,141.07947981342477,185
7038,3,0,0.0,1,0,0,0,1,0,0,1,0,0,268.2,300
7039,1,4,0.4,1,0,0,1,0,0,0,0,1,0,79.92307692307692,70
7040,3,30,1.18,1,0,1,0,0,0,0,1,0,0,63.0,100
7041,29,1,0.79,37,32,0,0,1,0,0,0,1,0,129.0,33
7042,3,0,0.0,1,179,0,0,0,1,0,1,0,0,136.35294117647058,150
7043,2,100,2.15,1,307,0,1,0,0,0,1,0,0,188.8,97
7044,3,14,1.04,1,36,0,0,1,0,0,1,0,0,69.57142857142857,450
7045,6,24,0.7,1,188,0,0,1,0,0,1,0,0,76.33333333333333,200
7046,2,23,0.58,1,0,0,0,1,0,0,1,0,0,128.41666666666666,250
7047,4,6,0.27,6,140,0,0,1,0,0,0,1,0,177.22222222222223,99
7048,1,0,0.0,7,79,0,0,0,1,0,0,1,0,184.94444444444446,55
7049,3,5,0.19,2,0,0,0,1,0,0,0,1,0,141.07947981342477,100
7050,30,0,0.0,9,353,0,0,1,0,0,1,0,0,194.47058823529412,170
7051,1,0,0.0,1,0,0,0,1,0,0,1,0,0,170.46666666666667,185
7052,3,4,2.0,3,0,0,0,1,0,0,0,1,0,97.0,100
7053,10,0,0.0,2,264,0,0,1,0,0,1,0,0,96.66666666666667,140
7054,2,12,0.87,1,36,0,1,0,0,0,0,1,0,88.66666666666667,58
7055,31,4,0.23,33,338,0,0,1,0,0,1,0,0,141.07947981342477,140
7056,5,13,5.0,2,14,0,0,1,0,0,1,0,0,141.07947981342477,120
7057,2,1,0.02,1,0,0,0,1,0,0,0,1,0,146.16666666666666,69
7058,14,0,0.0,1,15,0,0,1,0,0,1,0,0,231.46153846153845,117
7059,30,2,0.56,37,32,0,0,0,1,0,0,1,0,349.5,35
7060,2,3,0.1,1,0,0,1,0,0,0,1,0,0,247.42857142857142,90
7061,1,131,2.92,1,241,0,1,0,0,0,1,0,0,176.0952380952381,115
7062,3,1,0.12,1,13,0,0,1,0,0,1,0,0,164.5,394
7063,2,5,5.0,1,54,0,0,0,1,0,1,0,0,150.1818181818182,320
7064,4,8,1.26,2,102,0,0,1,0,0,0,1,0,128.0,70
7065,7,0,0.0,1,0,0,0,1,0,0,1,0,0,172.0,135
7066,4,26,0.8,1,340,0,0,1,0,0,1,0,0,236.9,795
7067,3,7,0.15,1,0,0,0,0,1,0,1,0,0,313.57142857142856,72
7068,29,0,0.0,327,347,0,0,1,0,0,1,0,0,336.14285714285717,165
7069,3,22,1.94,2,314,0,1,0,0,0,1,0,0,217.0952380952381,250
7070,2,1,0.02,1,0,0,1,0,0,0,0,1,0,122.25,69
7071,2,0,0.0,1,264,0,0,1,0,0,1,0,0,70.0,500
7072,1,178,4.47,1,228,0,1,0,0,0,1,0,0,169.08333333333334,209
7073,2,9,0.4,3,72,0,1,0,0,0,0,1,0,122.5,60
7074,3,8,0.61,2,350,0,0,0,1,0,1,0,0,130.45454545454547,149
7075,1,0,0.0,1,0,0,1,0,0,0,0,1,0,177.66666666666666,200
7076,3,120,1.4,1,222,0,1,0,0,0,1,0,0,266.0,142
7077,2,128,1.88,1,294,0,0,1,0,0,0,1,0,174.08333333333334,130
7078,1,71,1.05,1,0,0,0,0,1,0,0,1,0,77.0,47
7079,2,171,3.43,2,0,0,0,1,0,0,0,1,0,131.75,78
7080,2,0,0.0,1,0,0,0,1,0,0,1,0,0,154.0,650
7081,3,6,0.62,1,174,0,1,0,0,0,0,1,0,181.0,69
7082,3,1,0.02,1,0,0,1,0,0,0,1,0,0,141.07947981342477,225
7083,30,3,0.1,87,364,0,0,1,0,0,1,0,0,141.07947981342477,280
7084,4,3,0.06,1,0,0,0,1,0,0,0,1,0,166.4,89
7085,1,1,0.03,1,0,0,0,0,1,0,0,1,0,289.4,65
7086,1,0,0.0,3,39,0,0,1,0,0,0,1,0,137.5,67
